ticker,name,year,month,day,future_3,future_7,future_15,future_30,text_file_name,past_3,past_7,past_15,past_30
VLO,Valero Energy,2017,1,31,-5.710898072999999,-4.620253325,-4.570744855,-4.443769902,Valero Energy_20170131,-4.48114829,-4.4920994610000005,-4.660473778,-4.391844451
TPR,"Tapestry, Inc.",2017,1,31,-4.276255824,-4.387858107,-4.630683114,-4.401715051,"Tapestry, Inc._20170131",-4.630534686,-4.131955619,-4.272009224,-4.074700823
ILMN,Illumina Inc,2017,1,31,-5.075389325,-5.440087641,-5.039682455,-4.54966798,Illumina Inc_20170131,-5.005349058,-5.089326758,-3.1567345689999997,-3.3935367419999998
PPL,PPL Corp.,2017,2,1,-5.021425077,-5.149969983,-5.140842588,-5.096509361,PPL Corp._20170201,-4.939840652,-5.113034484,-4.993369626000001,-4.981690399
WEC,Wec Energy Group Inc,2017,2,1,-5.700706225,-5.335990602,-5.050277187,-4.8075220210000005,Wec Energy Group Inc_20170201,-4.949236063,-5.160164074,-5.050655248,-4.928385269
ADP,Automatic Data Processing,2017,2,1,-5.058713136000001,-5.203090769,-5.159339349,-4.996830996,Automatic Data Processing_20170201,-5.304509428,-5.004593155,-5.096746536,-4.994126678
TSCO,Tractor Supply Company,2017,2,1,-4.567838833,-4.8499392839999995,-4.405886724,-4.5487478480000005,Tractor Supply Company_20170201,-5.22143877,-5.175630172,-4.636586635,-4.640386606
HOLx,Hologic,2017,2,1,-4.161926158,-4.144269381,-4.31073183,-4.471716095,Hologic_20170201,-4.6244311719999995,-4.591518551,-4.680916111,-4.873758616
jci,Johnson Controls International,2017,2,1,-4.923757654,-4.4135706169999995,-4.519248645,-4.5268045269999995,Johnson Controls International_20170201,-4.882303337,-4.806949266,-4.638676343,-4.522018709
ew,Edwards Lifesciences,2017,2,1,-3.2013988380000002,-3.489413905,-3.654974689,-3.874758925,Edwards Lifesciences_20170201,-4.300635673,-4.400072077,-4.578756086,-4.669612342
ANTM,Anthem Inc.,2017,2,1,-4.391627154,-4.347958013,-4.3706960530000005,-4.543658843999999,Anthem Inc._20170201,-5.847581037,-4.674508747,-4.55321788,-4.56150074
AVY,Avery Dennison Corp,2017,2,1,-4.81459622,-5.042802073,-4.953552789,-4.9417081739999995,Avery Dennison Corp_20170201,-4.899796791,-4.61226396,-4.823750486000001,-4.720472269
sna,Snap-On Inc.,2017,2,2,-4.404792158999999,-4.627499274,-4.742889454,-4.747905706,Snap-On Inc._20170202,-5.345512625,-4.8234939930000005,-4.822311453,-4.877501935
rl,Polo Ralph Lauren Corp.,2017,2,2,-5.238427400000001,-4.529806411,-4.750304981,-4.716209817,Polo Ralph Lauren Corp._20170202,-4.928861919,-4.429015487,-4.26636704,-4.398368947
xel,Xcel Energy Inc,2017,2,2,-6.729164377000001,-5.373303227,-5.1945137919999995,-4.928398338,Xcel Energy Inc_20170202,-4.36246701,-4.753685636,-4.797469368,-4.877313197
CI,CIGNA Corp.,2017,2,2,-4.58791531,-4.691550532,-4.617088681,-4.6502540130000005,CIGNA Corp._20170202,-4.940844995,-4.741439736,-4.522981593,-4.434936233
AMZN,Amazon.com Inc.,2017,2,2,-4.030264999,-4.205373835,-4.492046555,-4.785250469,Amazon.com Inc._20170202,-4.757162412,-4.742804628,-4.787043103999999,-4.572631575
EL,Estee Lauder Cos.,2017,2,2,-5.093993241000001,-4.98742495,-4.884404668,-4.66389919,Estee Lauder Cos._20170202,-4.767838884,-4.507338176,-4.6358697310000005,-4.625632649
MRK,Merck & Co.,2017,2,2,-4.727375907,-4.9742854460000006,-5.028562464,-5.032770731,Merck & Co._20170202,-5.143366529,-5.040382734,-4.2622771539999995,-4.340922532
IP,International Paper,2017,2,2,-4.194664842,-4.152481545,-4.289480665,-4.363963441,International Paper_20170202,-5.9968899339999995,-4.03577891,-4.253669541,-4.489376827
PH,Parker-Hannifin,2017,2,2,-5.201020691,-4.787367579,-4.691338598,-4.688944645,Parker-Hannifin_20170202,-5.26777119,-4.239542215,-4.277394,-4.472644596
IT,Gartner Inc,2017,2,2,-5.435648231,-5.079561407,-4.975889909,-4.6687626810000005,Gartner Inc_20170202,-6.774471721,-5.205210653,-4.537076834,-3.701717677
WY,Weyerhaeuser,2017,2,3,-4.02464609,-4.099956833999999,-4.347009642,-4.455858528,Weyerhaeuser_20170203,-4.906076864,-4.1335471660000005,-4.323273928,-4.488411496
HSY,The Hershey Company,2017,2,3,-5.864121295,-5.328750791,-5.062905766,-5.196105645,The Hershey Company_20170203,-5.647603748,-5.610584899,-5.393842823,-5.126417354
LYB,LyondellBasell,2017,2,3,-4.387867074,-4.455130517,-4.5927890410000005,-4.4754626680000005,LyondellBasell_20170203,-4.200151792,-4.404648289,-4.242871527,-4.393311271
CLX,The Clorox Company,2017,2,3,-4.4791084119999995,-4.8380183080000005,-4.725091904,-4.91379147,The Clorox Company_20170203,-5.409740305,-5.414751077000001,-5.105903977,-4.894047642
NWL,Newell Brands,2017,2,6,-4.552973449,-4.566054405,-4.2620656960000005,-4.39246232,Newell Brands_20170206,-4.453200895,-4.365852328,-4.286434889,-4.377830826
HAS,Hasbro Inc.,2017,2,6,-5.482691327,-4.986755272,-4.808408824,-4.85300703,Hasbro Inc._20170206,-5.612041605,-3.7338877989999997,-3.982363457,-4.114455872
TSN,Tyson Foods,2017,2,6,-4.748028578,-4.716657596,-4.526260644,-4.398767487,Tyson Foods_20170206,-4.76739366,-4.409333157,-4.599827631,-4.559700612
ADM,Archer-Daniels-Midland Co,2017,2,7,-4.262413002,-4.435028245,-4.363433579,-4.460646821,Archer-Daniels-Midland Co_20170207,-6.107461185,-5.19745852,-4.6347003110000005,-4.599822412
ICE,Intercontinental Exchange,2017,2,7,-3.670092719,-3.869470413,-4.063406744,-4.295293787,Intercontinental Exchange_20170207,-6.669944074,-5.684025843,-4.988527891,-4.970825918
tdg,TransDigm Group,2017,2,7,-5.285417863,-4.910836435,-4.702756003999999,-4.026222365,TransDigm Group_20170207,-5.007890282,-4.428086083999999,-3.594381237,-3.903207243
AME,AMETEK Inc.,2017,2,7,-5.74265734,-5.108683507,-4.648384816,-4.643243245,AMETEK Inc._20170207,-5.473321296,-5.165764738,-4.721655354,-4.685798153
GM,General Motors,2017,2,7,-6.333238097000001,-4.068627755,-4.213350697,-4.264488981,General Motors_20170207,-4.373199057,-4.295275939,-4.224195463,-4.043327531
DIS,The Walt Disney Company,2017,2,7,-5.895673837,-5.7861263439999995,-5.539606478,-5.441773588999999,The Walt Disney Company_20170207,-6.372108015,-4.815349384,-5.033208151,-4.844813451
EMR,Emerson Electric Company,2017,2,7,-5.407593616000001,-4.82926881,-4.659166356,-4.611094605,Emerson Electric Company_20170207,-5.542970627000001,-4.77011425,-4.466911656000001,-4.54772444
ftv,Fortive Corp,2017,2,7,-5.2593551839999995,-5.05935784,-4.838445941,-4.852969741,Fortive Corp_20170207,-4.859548745,-4.963223926,-4.91007028,-4.897900441
FIS,Fidelity National Information Services,2017,2,7,-4.20246332,-4.4426319130000005,-4.58667837,-4.712803076,Fidelity National Information Services_20170207,-6.16208601,-5.790074216,-5.130668629,-4.813245632
AKAM,Akamai Technologies Inc,2017,2,7,-2.962798264,-3.268676765,-3.574041082,-3.837762923,Akamai Technologies Inc_20170207,-5.585455327000001,-5.380724616,-4.773152556,-4.802222553
ALK,Alaska Air Group Inc,2017,2,8,-4.615385547,-4.621093677,-4.220514453,-4.168512457,Alaska Air Group Inc_20170208,-4.696426989,-4.821884358,-4.502857152,-4.232918263
ATVI,Activision Blizzard,2017,2,9,-2.296924989,-2.665044875,-3.000315314,-3.326277471,Activision Blizzard_20170209,-4.522454983,-4.491292833,-4.627210608,-4.594617466
BWA,BorgWarner,2017,2,9,-4.400318706,-4.36044785,-4.281444863,-4.1644767389999995,BorgWarner_20170209,-4.77965187,-4.79428285,-4.508210248,-4.526953099
SEE,Sealed Air,2017,2,9,-4.320302689,-4.633178538999999,-4.60021055,-4.516402715,Sealed Air_20170209,-4.87068044,-4.81870148,-4.7741616360000005,-4.681083768
CVS,CVS Health,2017,2,9,-4.948346279,-5.2027144210000005,-5.104772291000001,-5.214462075,CVS Health_20170209,-6.12176838,-4.093974607,-4.220492225,-4.316962129
YUM,Yum! Brands Inc,2017,2,9,-5.768802474,-5.111634612,-4.886729528,-5.062805602,Yum! Brands Inc_20170209,-7.170221576,-5.003897215,-4.980203554,-5.121014843999999
TWTR,"Twitter, Inc.",2017,2,9,-3.22249735,-3.536929857,-3.861097903,-3.982747126,"Twitter, Inc._20170209",-5.7273461679999995,-3.883694826,-3.9736913560000002,-4.155287496000001
ALLE,Allegion,2017,2,9,-5.509598394,-4.753758983,-4.729731779,-4.850184839,Allegion_20170209,-5.196013497,-4.590256012,-4.467849122,-4.511683949
KO,Coca-Cola Company (The),2017,2,9,-4.895276779,-4.638171487,-4.948885668,-5.127728106,Coca-Cola Company (The)_20170209,-5.738815046,-5.406428026,-5.174056581,-5.219883803
COTY,"Coty, Inc",2017,2,9,-3.788205052,-3.52467294,-3.721125461,-3.9417924139999996,"Coty, Inc_20170209",-4.309397626,-4.289349789,-4.033790076,-4.181072244
ROP,Roper Technologies,2017,2,9,-5.200632403999999,-5.450661605,-5.205091039,-5.050026107,Roper Technologies_20170209,-6.084936517999999,-5.626128695,-5.253576818,-4.950462581
ipg,Interpublic Group,2017,2,10,-4.382185585,-4.607127601,-4.644234647,-4.813411953999999,Interpublic Group_20170210,-4.033216133,-4.308556874,-4.4719159710000005,-4.450840068
A,Agilent Technologies Inc,2017,2,14,-4.078610779,-4.41454912,-4.495206553,-4.461739566,Agilent Technologies Inc_20170214,-5.233963519,-5.311609149,-4.485574326,-4.392774787
MLM,Martin Marietta Materials,2017,2,14,-4.847005818,-4.005414408,-3.9855677760000003,-4.07068472,Martin Marietta Materials_20170214,-4.515760018,-4.473582499,-4.115004594,-4.240635728
INCY,Incyte,2017,2,14,-4.712151053,-3.538546202,-3.7636023510000003,-3.678229226,Incyte_20170214,-5.3081730810000005,-4.1273328000000005,-3.9841191730000003,-3.691020426
PEP,PepsiCo Inc.,2017,2,15,-5.180325964,-5.1212522069999995,-5.160474099999999,-5.245542257,PepsiCo Inc._20170215,-6.690549811,-5.478165071,-5.1946340189999995,-5.121482051
NTAP,NetApp,2017,2,15,-3.848690346,-4.213005923,-4.214105165,-4.415408643999999,NetApp_20170215,-6.060519218,-5.463262245,-5.143838612,-4.696066776
CSCO,Cisco Systems,2017,2,15,-4.818169008,-4.752045715,-4.915128907,-5.052300058999999,Cisco Systems_20170215,-5.1127485319999995,-5.03507821,-4.853177871000001,-4.995422527
KHC,Kraft Heinz Co,2017,2,15,-2.7253401860000004,-3.086391042,-3.4607816560000004,-3.793840915,Kraft Heinz Co_20170215,-6.992782042999999,-5.538265908,-5.354205225,-5.203229513999999
HLT,Hilton Worldwide Holdings Inc,2017,2,15,-5.62970417,-4.8844997039999996,-4.853047844,-4.633667326,Hilton Worldwide Holdings Inc_20170215,-5.531024782,-5.416720552999999,-5.120839211,-4.649849206
SNPS,Synopsys Inc.,2017,2,15,-3.491831807,-3.801566885,-4.021382638,-4.274431207,Synopsys Inc._20170215,-5.112209735,-5.121897376000001,-4.822108587,-4.857660629
DLR,Digital Realty Trust Inc,2017,2,16,-4.7822126460000005,-4.599819013,-4.456613245,-4.535208344,Digital Realty Trust Inc_20170216,-4.887173345,-4.903257781000001,-4.840267965,-4.537027102
RSG,Republic Services Inc,2017,2,16,-4.607447692,-4.620509468,-4.881103168,-4.9073610919999995,Republic Services Inc_20170216,-5.207102991,-5.465351321,-5.262760692,-5.306350378
WM,Waste Management Inc.,2017,2,16,-5.0100669,-5.140894203,-5.193681448,-5.127539607,Waste Management Inc._20170216,-5.905188517000001,-6.074281297000001,-5.643545295,-5.517319618999999
aee,Ameren Corp,2017,2,16,-5.634378332000001,-5.2695746539999995,-5.1212424180000005,-4.91278813,Ameren Corp_20170216,-5.518460547999999,-5.364389395,-4.764333349,-4.821622253999999
CPB,Campbell Soup,2017,2,17,-5.50869683,-5.613476261000001,-5.378004562,-4.857753693,Campbell Soup_20170217,-4.7565403580000005,-4.871622077,-4.921967325,-4.887545683
PWR,Quanta Services Inc.,2017,2,21,-4.113126516,-3.996573695,-4.1684708189999995,-4.287289091,Quanta Services Inc._20170221,-4.713583449,-4.664762443,-4.423399767,-4.023023637
GPC,Genuine Parts,2017,2,21,-4.343139071,-4.615593883,-4.795432761,-4.881523886,Genuine Parts_20170221,-4.646909961,-4.996229347,-4.9219339810000005,-4.60514281
ECL,Ecolab Inc.,2017,2,21,-4.336388209,-4.426938078,-4.7242331339999994,-4.92526923,Ecolab Inc._20170221,-5.865113253,-5.879859636,-5.212479256,-5.068424398
HSIC,Henry Schein,2017,2,21,-5.1227366839999995,-5.100841547,-5.288714779,-5.376943676000001,Henry Schein_20170221,-5.318423289,-5.417618107999999,-5.197726024,-4.913508381000001
HD,Home Depot,2017,2,21,-5.292041162,-5.058316265,-5.2664990110000005,-5.257034411,Home Depot_20170221,-5.076781827,-5.264661195,-5.050398134,-5.033018062
DISH,Dish Network,2017,2,22,-4.908101642,-4.704003972,-4.191907207,-4.408066942,Dish Network_20170222,-6.087140477999999,-5.023375558,-4.5285680930000005,-4.076784235
HPQ,HP Inc.,2017,2,22,-3.216730815,-3.420894907,-3.78318113,-4.021819796,HP Inc._20170222,-5.08260366,-4.800866064,-4.913011576000001,-4.409895016
NCLH,Norwegian Cruise Line,2017,2,22,-4.220156867,-4.448236713,-4.47369335,-4.529127689,Norwegian Cruise Line_20170222,-4.9828154389999995,-5.239319362,-4.6659273919999995,-4.413390941
GRMN,Garmin Ltd.,2017,2,22,-3.9363932839999998,-4.137276469,-4.366443969,-4.542860279,Garmin Ltd._20170222,-5.535736587000001,-4.890697252,-4.384622199,-4.337969071
JWN,Nordstrom,2017,2,23,-3.4336327310000003,-3.53955258,-3.735202891,-3.7117926519999997,Nordstrom_20170223,-3.9679075239999997,-3.72295285,-3.824588481,-3.883262065
IRM,Iron Mountain Incorporated,2017,2,23,-5.785991202999999,-5.538758026,-4.557925962,-4.6035529969999995,Iron Mountain Incorporated_20170223,-4.38414952,-4.529309699,-4.782653175,-4.651378603
KSS,Kohl's Corp.,2017,2,23,-3.447836377,-3.590153633,-3.813678397,-3.713440774,Kohl's Corp._20170223,-5.061359602,-3.9957078360000002,-3.9281609489999996,-4.078207345
HRL,Hormel Foods Corp.,2017,2,23,-4.243494574,-4.572818377,-4.543891508,-4.71073961,Hormel Foods Corp._20170223,-4.9643578580000005,-4.708041765,-4.647848825,-4.659460817
APA,Apache Corporation,2017,2,23,-4.88868038,-4.685040694,-4.245149139,-4.148379275,Apache Corporation_20170223,-4.495940574,-4.410957456,-4.145789074,-4.235487911
GPS,Gap Inc.,2017,2,23,-3.936889846,-3.809433135,-4.041889873,-3.9164659939999997,Gap Inc._20170223,-4.370019999999999,-3.9666175889999997,-4.04158114,-3.9876938930000003
INTU,Intuit Inc.,2017,2,23,-3.388605601,-3.752121789,-4.089379511000001,-4.30499063,Intuit Inc._20170223,-5.617009457000001,-5.696506461,-5.208465061,-5.088264231
FL,Foot Locker Inc,2017,2,24,-4.924072156,-4.975986543,-4.742486452,-4.462065517,Foot Locker Inc_20170224,-4.109884003,-4.345956244,-4.310116549,-4.5256024969999995
PNW,Pinnacle West Capital,2017,2,24,-5.042632993,-5.015224837,-4.627393487,-4.841395702,Pinnacle West Capital_20170224,-5.114152128,-4.985705304,-5.054219105,-4.980846936
AMT,American Tower Corp A,2017,2,27,-4.7001316310000005,-4.68917475,-4.910170117,-5.067036986000001,American Tower Corp A_20170227,-5.302144128,-4.713459048,-4.564169282,-4.6766701489999996
ROST,Ross Stores,2017,2,28,-4.076458378,-4.41956716,-4.597245022,-4.5492520789999995,Ross Stores_20170228,-4.099838532,-4.447865826,-4.57787619,-4.681994457
nrg,NRG Energy,2017,2,28,-5.840125482,-4.162360502,-4.028971753,-4.122504402,NRG Energy_20170228,-3.5817431269999997,-3.9028854710000003,-3.890889369,-3.9304670980000003
CRM,Salesforce.com,2017,2,28,-3.9613267580000002,-4.363934353,-4.59563249,-4.683218092,Salesforce.com_20170228,-6.51074452,-5.07920262,-5.161073264,-4.932086368
NKTR,Nektar Therapeutics,2017,3,1,-2.6430915180000003,-2.940559481,-2.206840663,-2.454333504,Nektar Therapeutics_20170301,-3.500605157,-3.7852840139999997,-3.65313736,-3.5759571180000003
ADSK,Autodesk Inc.,2017,3,2,-4.917415811000001,-4.005281731,-4.014671078,-4.257380048,Autodesk Inc._20170302,-3.9487761580000003,-4.2852280380000005,-4.394925043,-4.414390657
KR,Kroger Co.,2017,3,2,-4.573957414,-4.393574125,-4.403071194,-4.48825359,Kroger Co._20170302,-4.106384091000001,-4.132617343,-4.248263829,-4.350845285
ULTA,Ulta Beauty,2017,3,9,-3.7802195289999996,-4.037487462,-4.28467919,-4.51970542,Ulta Beauty_20170309,-4.054497219,-4.369529251,-4.598595812,-4.751923506
ADBE,Adobe Systems Inc,2017,3,16,-3.833253871,-4.251259646,-4.5737294230000005,-4.820141199,Adobe Systems Inc_20170316,-5.502100659,-5.371066547000001,-5.11636166,-5.120199974
NKE,Nike,2017,3,21,-3.124855078,-3.513492695,-3.885332478,-4.161205219,Nike_20170321,-4.982616285,-5.258394943,-4.779746539,-4.626406659
RHI.F,Red Hat Inc.,2017,3,27,-3.667898,-3.8357899260000003,-4.167986152,-4.372978792,Red Hat Inc._20170327,-3.97530222,-4.3766530580000005,-4.704015717,-4.630650827
WBA,Walgreens Boots Alliance,2017,4,5,-5.995967393,-5.598977281,-5.162760436,-4.815611978,Walgreens Boots Alliance_20170405,-6.362123554,-5.480337021,-5.072780278,-5.124044581000001
UNH,United Health Group Inc.,2017,4,18,-5.039004687,-5.296668894,-5.130624986,-4.873056200000001,United Health Group Inc._20170418,-4.876235154,-5.203327527,-5.051087662,-4.981421251
LRCX,Lam Research,2017,4,18,-3.615573182,-3.8471825980000003,-3.945295168,-4.073217622,Lam Research_20170418,-4.42544124,-4.622104102,-4.905210332,-4.632278488
CMA,Comerica Inc.,2017,4,18,-4.56338391,-4.4800552819999995,-4.636247839,-4.29873352,Comerica Inc._20170418,-3.966096792,-4.270802486,-4.328711659,-4.208416688
GWW,Grainger (W.W.) Inc.,2017,4,18,-5.139217707,-4.813302886000001,-4.708009385,-4.584227981000001,Grainger (W.W.) Inc._20170418,-4.341889761,-4.645773574,-4.784640976,-4.756502972
AXP,American Express Co,2017,4,19,-3.596539341,-3.802302379,-4.129919354,-4.340734142,American Express Co_20170419,-4.526276273,-4.925098226,-4.872088819,-4.965672258000001
EBAY,eBay Inc.,2017,4,19,-4.19008229,-4.00039251,-4.29046713,-4.296584031,eBay Inc._20170419,-4.970138274,-5.020496473,-4.997659618999999,-4.8899001680000005
USB,U.S. Bancorp,2017,4,19,-4.493376058,-4.435671900000001,-4.615245115,-4.602663755,U.S. Bancorp_20170419,-4.4160733489999995,-4.77714895,-4.770041872,-4.838251511
KMI,Kinder Morgan,2017,4,19,-4.083517774,-4.348768451000001,-4.306025309,-4.3112880339999995,Kinder Morgan_20170419,-5.3118856469999995,-4.955601227,-4.680772782,-4.53314657
NUE,Nucor Corp.,2017,4,20,-4.457792835,-4.561844351,-4.422881611,-4.364946403,Nucor Corp._20170420,-6.670489907,-4.088195796,-4.3014983,-4.057569386
VZ,Verizon Communications,2017,4,20,-4.750855017,-4.466553029,-4.567697992,-4.60167752,Verizon Communications_20170420,-5.136818778,-5.261678197,-5.281879096,-5.17195548
ADS,Alliance Data Systems,2017,4,20,-5.2370501560000005,-4.066495823,-4.224719394,-4.197919552,Alliance Data Systems_20170420,-4.901140925,-4.079693628,-4.306613041,-4.525382017
